,gameId,top,jungle,mid,carry,support,count_top,count_jungle,count_mid,count_carry,count_support,champ_WR_dif,B_tier,R_tier
1109,4749832806,3,3,4,5,4,2,5,4,5,6,-0.02270000000000002,2.8,2.2
796,4749837044,3,5,4,5,2,2,1,4,5,2,-0.006140000000000012,2.2,2.6
1537,4749844048,4,3,4,5,5,3,1,1,5,2,-0.018580000000000006,3.2,2.2
934,4749855619,3,3,1,3,4,3,4,3,5,6,-0.004960000000000031,2.4,3.4
1281,4749912012,2,4,4,5,6,5,1,3,5,2,0.0344,2.8,2.0
544,4749931053,3,5,4,4,1,2,1,4,5,2,-0.015060000000000018,2.0,2.2
1367,4749957820,5,3,1,5,2,5,3,2,5,2,0.000979999999999992,2.2,2.6
1368,4750001742,3,3,1,5,2,4,3,1,5,6,-0.004780000000000018,1.8,2.6
532,4750250278,3,5,4,5,6,2,3,2,5,2,-0.027360000000000016,3.4,2.0
307,4750250516,3,3,1,5,4,2,2,4,5,4,-0.015700000000000002,1.8,2.6
1607,4750259328,3,5,2,5,6,4,4,1,5,3,0.013699999999999945,1.2,2.4
1366,4750272599,4,3,4,5,6,3,3,1,5,4,0.0050400000000000115,3.8,3.0
1145,4750285448,2,3,5,5,6,2,4,5,5,6,0.009799999999999986,2.4,2.0
394,4750297372,3,3,1,5,3,3,4,2,5,3,-0.03668000000000001,3.0,1.8
1382,4750324530,3,5,4,5,6,5,1,3,5,4,0.0046799999999999845,1.6,2.8
1916,4750326421,3,1,4,5,2,5,4,3,5,6,0.013159999999999972,2.6,2.4
933,4750375031,2,5,4,5,4,4,3,1,5,4,0.009799999999999965,2.0,1.8
932,4750398729,3,2,1,5,6,5,3,1,5,6,0.02290000000000001,1.6,2.4
14,4750418820,2,3,4,5,6,4,3,3,5,6,0.03298000000000002,2.2,2.0
1144,4750420902,3,4,3,5,4,2,1,5,5,4,0.0010999999999999899,2.6,2.2
649,4750465086,3,3,5,5,4,4,3,4,5,6,0.015900000000000004,2.0,2.8
1958,4750478070,2,1,1,4,6,3,1,6,5,6,-0.004280000000000006,3.0,2.0
655,4750512036,3,1,4,5,4,1,3,4,5,2,0.0243,2.8,2.8
1866,4750518848,3,1,1,4,6,3,4,4,5,2,-0.0014000000000000013,2.2,2.8
1983,4750532185,3,4,4,5,6,3,5,2,5,6,-0.005660000000000021,3.2,2.2
393,4750535422,3,3,4,5,6,3,5,4,5,2,0.01117999999999999,1.4,3.2
44,4750562377,4,3,1,5,2,3,3,1,5,2,-0.0052399999999999895,1.8,1.8
1973,4750564833,3,3,1,5,4,3,3,4,5,4,0.002279999999999982,2.2,2.6
306,4750565368,3,3,4,5,4,3,1,4,5,2,-0.006700000000000017,1.6,2.2
931,4750572380,3,3,4,5,3,3,2,1,5,1,-0.012940000000000007,2.0,1.8
1934,4750582893,3,3,1,5,4,3,3,4,5,4,0.015159999999999996,2.2,2.2
702,4750586027,3,3,1,5,6,5,5,4,5,4,0.017819999999999992,2.0,2.4
43,4750636615,3,3,1,5,1,3,5,2,5,6,0.006359999999999988,2.4,2.0
2093,4750648914,3,5,4,5,4,3,3,4,5,6,0.002320000000000011,2.2,2.4
1707,4750662932,2,3,4,5,6,2,3,1,5,4,-0.011280000000000002,2.6,2.2
564,4750674873,3,3,5,5,2,3,3,1,5,5,0.03143999999999999,1.6,3.4
151,4750700878,3,5,1,5,5,3,3,4,5,4,-0.02691999999999999,2.2,2.4
344,4750710992,4,5,1,5,2,3,3,4,5,2,0.01212000000000001,1.8,2.0
1902,4750721302,3,3,4,5,4,3,5,4,5,6,0.002599999999999969,2.6,2.0
1708,4750727679,3,5,1,5,6,3,3,5,5,6,0.016839999999999987,1.2,2.2
131,4750763799,3,3,4,5,6,3,5,4,5,3,-0.00526000000000002,2.2,1.8
76,4750883044,2,3,1,5,6,6,5,3,5,6,0.013279999999999981,2.8,2.0
382,4750885082,3,3,4,5,5,3,2,1,5,6,0.006220000000000003,2.4,3.2
1803,4750890333,4,3,5,5,2,4,1,3,5,6,0.0030999999999999917,1.4,2.6
969,4750900711,2,5,4,5,6,3,3,4,6,2,0.009899999999999975,2.4,1.8
1843,4750908313,3,3,4,5,1,3,3,1,5,2,-0.001980000000000004,2.6,2.0
1515,4750915225,3,3,4,5,6,3,1,4,5,4,-0.015339999999999998,3.0,2.6
343,4750940236,3,1,1,5,6,2,4,5,5,6,-0.009260000000000013,3.0,2.0
1901,4750944610,2,2,4,5,2,4,5,3,5,6,0.02427999999999998,2.0,2.6
1123,4750959999,3,3,1,3,6,5,1,1,5,6,-0.0005800000000000027,2.8,3.2
392,4750960109,3,5,4,5,2,4,5,1,5,2,0.011239999999999995,1.6,1.6
1555,4750962355,3,4,1,5,4,3,4,4,5,2,-0.023039999999999995,3.2,2.2
2046,4750967313,5,2,4,5,2,1,3,5,5,4,-0.004599999999999982,1.6,0.6
1261,4750982405,2,3,5,5,4,6,3,4,5,2,0.009260000000000013,1.4,2.0
1802,4750997360,3,3,1,5,2,4,5,4,5,6,0.021659999999999992,2.8,3.2
563,4751017618,2,4,1,5,2,1,5,6,5,4,0.018940000000000023,2.8,1.4
902,4751036703,3,3,4,5,6,2,1,4,5,3,0.009539999999999983,3.0,2.2
1842,4751036945,5,3,4,5,6,5,3,1,5,6,-0.01102000000000003,1.8,2.6
1717,4751054228,1,2,4,5,4,3,1,1,5,6,0.016959999999999996,1.6,2.8
873,4751068018,3,2,3,5,6,2,2,4,5,2,-0.018799999999999994,2.2,1.8
381,4751074036,3,4,1,5,6,3,2,1,3,4,-0.00028000000000004687,2.6,1.6
1720,4751100153,3,1,1,5,2,2,4,1,5,6,-0.006300000000000039,3.2,2.2
2075,4751129908,3,5,4,5,6,3,5,4,5,6,-0.01045999999999998,2.2,2.4
1801,4751133927,1,3,3,5,4,2,1,4,5,6,-0.005299999999999994,3.6,2.8
1175,4751134267,3,3,6,5,2,2,4,4,5,4,0.016439999999999975,1.4,2.4
872,4751155890,3,3,3,5,6,2,3,3,5,6,0.013399999999999978,2.0,3.0
1638,4751169976,3,3,3,5,3,2,1,3,5,4,0.002100000000000002,2.0,1.8
1900,4751231667,3,3,3,5,2,3,1,6,4,4,-0.006260000000000021,2.2,1.6
1841,4751233243,3,3,4,5,3,3,2,4,5,4,-0.007020000000000015,2.6,3.0
1637,4751246802,3,1,5,4,4,3,1,4,5,2,-0.011099999999999988,2.4,3.2
8,4751266416,1,2,1,5,2,2,3,4,5,6,0.006940000000000013,2.4,1.4
1736,4751275177,3,3,2,5,5,2,3,3,5,4,-0.0036800000000000166,2.2,2.2
1226,4751275973,3,2,4,5,2,3,1,1,3,6,0.022499999999999964,2.0,2.8
99,4751298079,3,1,1,5,3,2,2,2,5,6,-0.004019999999999979,3.4,3.4
407,4751305862,3,5,4,5,6,3,3,4,1,6,0.022039999999999994,2.8,1.8
1108,4751306655,4,3,4,5,3,2,3,1,5,2,-0.0009200000000000208,3.0,1.8
1300,4751323666,3,2,2,5,2,4,2,1,3,3,0.028300000000000027,1.8,2.4
1013,4751342179,3,3,4,5,2,3,5,4,4,6,0.0032399999999999985,3.2,1.6
562,4751349551,2,3,4,5,4,3,4,3,5,6,0.00763999999999998,2.2,1.6
1334,4751529460,3,1,3,5,5,2,5,6,4,2,-0.009219999999999996,1.6,2.0
1335,4751543979,1,2,5,5,6,3,3,1,5,4,0.03500000000000002,2.2,2.6
1613,4751579836,3,2,3,4,4,2,3,4,5,3,-0.003479999999999983,1.8,2.4
1247,4751586122,3,3,1,5,6,3,4,3,5,4,-0.014360000000000006,2.2,2.4
143,4751599212,3,2,4,5,6,3,3,4,5,6,0.012499999999999989,2.6,1.8
1225,4751602326,3,2,4,5,2,3,3,5,5,6,0.013639999999999985,1.6,1.6
370,4751609645,4,3,4,5,6,2,5,2,5,6,-0.015279999999999993,1.8,2.0
1636,4751615676,1,3,5,5,6,2,3,4,5,2,-0.01596000000000001,1.8,2.4
1101,4751683086,3,3,4,5,6,3,1,4,5,4,0.013420000000000033,2.2,2.6
271,4751698945,3,3,4,5,3,3,5,4,5,3,-0.013240000000000007,1.8,1.6
1299,4751720602,3,2,1,5,2,5,2,1,5,4,0.00576000000000002,2.0,1.6
1869,4751742247,2,3,5,5,4,2,1,1,5,4,-0.031760000000000024,1.8,2.0
337,4751744260,3,1,1,5,5,3,3,1,5,6,-0.03506,2.0,1.8
1612,4751755920,2,2,1,5,6,3,4,4,5,2,-0.014940000000000042,1.8,2.8
1899,4751761855,3,3,1,5,3,3,3,1,5,6,-0.009140000000000014,1.8,2.4
98,4751771522,3,3,4,5,6,3,3,4,,5,0.11932000000000001,2.0,2.2
0,4751789156,2,3,1,5,5,5,3,1,4,6,0.01541999999999999,2.8,2.2
1692,4751806269,3,3,3,5,4,3,3,1,5,6,0.0049400000000000225,3.2,3.2
853,4751815114,3,3,4,5,6,3,5,4,5,6,0.010219999999999962,2.6,3.0
413,4751818271,5,5,4,5,6,4,1,1,5,6,0.007199999999999973,1.4,3.2
795,4751910068,3,3,1,5,6,3,2,3,5,2,0.012080000000000002,2.0,2.2
777,4751925333,5,3,2,5,6,3,1,3,5,3,-0.00753999999999998,2.2,2.2
1176,4751934276,3,4,3,5,6,3,4,4,5,2,0.018279999999999998,3.2,2.6
1274,4751937015,3,3,4,5,6,5,4,3,5,6,0.013000000000000022,2.8,1.6
852,4751943157,4,3,3,5,2,3,1,4,5,2,0.012339999999999973,1.6,2.0
1933,4751963510,1,3,3,5,6,1,5,1,5,6,-0.01906000000000001,3.2,1.0
2018,4751972705,3,3,4,5,6,2,4,1,5,4,-0.014500000000000002,3.6,2.0
1719,4751991627,3,3,4,5,6,3,4,1,5,6,-0.009560000000000003,2.4,2.8
2017,4751995624,1,5,4,5,6,1,4,3,5,4,-0.014259999999999995,3.0,2.8
1273,4751997795,3,4,3,5,3,3,1,4,5,2,-0.027680000000000017,3.4,2.0
1277,4752014051,3,3,4,5,4,2,3,4,5,4,-0.010960000000000003,2.6,2.0
270,4752029604,3,4,1,5,3,5,3,4,3,6,-0.006920000000000015,1.6,3.0
1272,4752056760,2,3,4,5,6,3,1,6,5,6,-0.006340000000000012,3.2,2.2
1744,4752062141,3,5,4,5,6,2,2,4,5,3,-0.005700000000000027,1.8,2.4
648,4752080252,3,2,5,5,2,3,3,5,5,2,0.013519999999999999,1.8,2.0
97,4752115214,3,2,3,5,2,4,3,1,5,6,0.01641999999999999,2.2,2.8
2009,4752123560,2,5,6,5,2,5,3,4,5,2,0.0062599999999999765,1.6,1.8
349,4752160208,3,4,4,5,6,2,5,4,5,2,-0.01754000000000002,2.2,1.4
252,4752166165,3,2,1,5,4,3,2,1,5,6,-0.01170000000000001,2.4,2.0
908,4752201560,3,3,1,5,2,3,1,5,1,3,0.0032000000000000028,2.4,1.6
287,4752223406,3,1,4,5,2,3,3,4,5,2,0.003539999999999999,2.2,1.8
439,4752238624,1,1,1,5,6,3,3,3,5,2,0.017059999999999974,1.8,2.8
406,4752301460,2,3,1,5,6,2,2,1,5,2,0.014819999999999977,2.8,2.8
1577,4752309638,1,5,4,5,5,2,3,3,5,6,-0.007539999999999991,3.2,3.0
1735,4752318308,5,3,5,5,6,3,5,4,5,6,0.012679999999999992,2.0,3.0
881,4752319571,3,1,4,5,2,2,2,4,5,6,-0.015680000000000006,3.4,1.8
342,4752378110,4,1,4,5,4,3,1,4,5,3,-0.00544,2.8,2.2
276,4752378378,4,4,3,5,3,4,3,2,3,2,-0.0023400000000000087,1.6,1.8
1503,4752378573,5,3,4,5,3,3,3,1,5,4,0.006319999999999992,1.8,2.0
227,4752392823,4,5,1,5,6,3,4,1,5,3,-0.0017400000000000304,2.0,2.4
1820,4752402073,4,3,4,5,4,3,5,3,5,3,-0.010139999999999993,1.2,1.4
250,4752416988,4,3,4,5,6,3,2,4,3,4,-0.011199999999999988,2.6,2.6
794,4752427539,2,5,4,5,4,3,3,4,5,6,-0.013100000000000011,2.0,2.4
1210,4752431626,2,3,1,5,6,4,5,1,5,3,-0.005340000000000023,3.0,2.2
251,4752441800,5,5,3,5,2,1,3,1,5,5,0.004520000000000013,1.0,2.4
1966,4752455937,3,4,2,5,6,3,1,4,5,6,0.003920000000000002,2.4,2.8
1912,4752482858,3,5,4,5,6,4,5,1,5,6,0.001079999999999981,2.2,3.8
1554,4752499505,3,1,4,3,3,2,1,5,5,6,0.009860000000000013,2.4,2.4
226,4752500743,4,1,,5,,5,4,3,5,3,-0.18528000000000003,1.0,2.8
561,4752515597,2,3,5,5,6,5,4,1,5,6,0.003399999999999992,1.8,3.0
163,4752521764,2,3,1,5,6,3,3,4,5,4,-0.0049000000000000155,2.2,2.6
1932,4752522816,3,2,2,5,2,3,3,3,5,6,0.021160000000000012,1.6,3.2
1667,4752534159,3,5,1,5,4,3,3,1,5,4,0.01729999999999997,1.4,1.8
96,4752536364,3,3,1,5,4,5,3,3,5,6,-0.005899999999999994,2.4,3.0
162,4752537702,1,3,4,5,4,5,3,1,5,2,-0.00868000000000001,2.4,2.0
1502,4752553510,3,3,3,5,4,3,5,4,5,4,-0.011560000000000004,2.2,2.4
880,4752553674,3,3,4,5,6,2,1,4,5,5,0.00039999999999998923,2.8,2.2
64,4752582005,2,5,3,5,3,2,1,5,5,2,0.009620000000000007,1.8,2.6
1553,4752585961,2,5,4,5,4,4,5,4,5,2,0.004659999999999975,1.8,1.6
161,4752593344,4,3,4,5,6,3,3,1,5,3,-0.0030400000000000314,3.6,3.8
135,4752615796,1,5,4,5,4,3,3,1,5,3,-0.014660000000000006,2.4,2.4
1819,4752621564,5,5,2,5,6,2,3,1,5,2,0.009060000000000023,3.0,3.2
280,4752741178,3,3,4,5,6,3,4,4,5,4,0.012959999999999972,2.4,2.6
1957,4752742042,3,3,5,5,2,3,4,1,5,6,-0.009139999999999971,2.6,2.0
391,4752745291,3,5,4,5,6,3,3,5,5,3,0.005040000000000033,2.0,1.8
1552,4752759333,3,3,3,5,2,1,3,4,5,4,0.010939999999999972,3.0,1.8
1982,4752787828,3,3,4,5,6,1,4,5,5,6,0.015600000000000013,2.2,3.0
13,4753092466,3,2,4,5,6,3,3,4,5,2,-0.00893999999999997,1.6,2.2
1044,4753113734,4,2,1,5,6,4,3,4,5,4,0.016479999999999995,2.6,3.2
1691,4753199076,3,5,1,5,3,3,2,4,5,2,-0.023380000000000022,2.0,2.0
968,4753208537,2,1,1,5,6,3,3,1,5,2,-0.025419999999999988,3.2,2.4
286,4753216477,3,2,5,5,6,1,3,3,5,2,0.008219999999999995,2.4,2.8
1753,4753412892,3,1,2,5,2,3,3,1,5,4,0.013140000000000008,2.8,2.4
405,4753423045,1,3,4,5,6,3,5,4,5,2,0.004619999999999969,2.8,1.8
95,4753424817,2,5,4,5,6,3,1,1,5,2,-0.011919999999999986,1.2,1.2
1576,4753533174,3,1,1,5,4,3,4,4,5,6,-0.01796000000000002,2.4,3.2
1195,4753541924,3,3,4,5,6,3,2,5,5,4,0.0032199999999999785,2.0,1.8
1752,4753615821,2,3,1,5,4,3,3,4,5,6,-0.0008800000000000252,2.6,2.0
776,4753618659,2,3,5,4,4,3,3,4,5,3,-0.040159999999999994,2.2,2.0
279,4753645550,3,3,3,4,4,3,2,4,4,6,0.007219999999999949,1.8,1.6
1601,4753678311,3,3,2,5,3,4,5,4,5,2,0.006639999999999946,2.6,1.6
1575,4753683201,3,1,4,5,2,3,3,1,5,4,-0.013439999999999997,2.8,2.8
235,4753685020,3,1,4,5,1,3,3,3,5,2,0.03700000000000001,1.2,3.0
1019,4753686069,3,2,4,5,4,4,3,3,5,4,0.004799999999999971,2.6,2.2
1551,4753696305,3,2,4,5,2,3,3,4,5,3,-0.016819999999999957,4.0,1.2
2025,4753715666,3,4,3,5,3,2,5,4,5,4,0.010599999999999976,2.4,1.8
1898,4753717391,4,3,1,5,2,2,5,4,5,6,0.0017399999999999749,1.8,2.4
249,4753759830,3,5,4,5,2,2,5,4,5,6,-0.01255999999999997,1.8,1.8
1988,4753823896,3,1,4,5,4,1,3,3,5,2,0.0014800000000000034,2.6,2.4
1600,4753825989,3,5,4,5,4,3,5,4,5,6,-0.0010200000000000098,2.8,2.2
832,4753840404,3,1,1,5,2,3,4,4,5,6,0.01140000000000001,1.6,2.8
2039,4753841342,2,5,4,5,6,2,3,4,5,6,0.010699999999999977,1.8,2.6
1306,4753850476,5,2,4,5,6,3,4,3,5,4,0.03223999999999999,2.8,4.0
775,4753852282,3,4,3,5,5,3,3,5,5,6,0.019819999999999983,3.2,2.0
117,4753869678,3,1,4,5,4,6,1,6,4,6,-0.011919999999999986,3.0,0.8
248,4753888910,2,3,4,5,1,5,2,4,5,2,0.006899999999999962,1.4,2.0
1516,4753922199,3,3,2,5,4,4,3,4,5,4,0.023899999999999987,2.4,2.8
278,4753938544,3,4,4,5,4,3,3,4,5,,0.09236000000000003,2.6,1.4
369,4753967009,2,1,1,5,6,2,1,3,5,6,-0.009199999999999996,2.8,2.4
1456,4754014254,2,5,1,5,4,3,3,1,5,2,0.008299999999999974,1.2,1.8
415,4754018352,2,1,1,5,4,5,3,4,5,6,0.0022599999999999955,1.8,3.2
924,4754023981,3,1,4,5,2,3,1,4,5,6,-0.013340000000000008,2.0,2.6
719,4754040997,2,3,4,5,2,3,1,1,5,6,-0.0009599999999999831,2.0,2.6
899,4754051745,3,3,1,5,6,2,5,3,5,3,0.02011999999999996,2.2,2.4
247,4754051913,2,2,4,5,6,5,1,1,5,2,0.0023599999999999953,2.4,2.2
2133,4754057748,3,3,4,5,2,6,3,4,4,,0.11220000000000004,1.8,1.0
861,4754087363,3,3,4,5,4,3,4,1,5,6,0.016380000000000006,1.8,2.4
1054,4754090448,3,6,4,5,2,3,2,1,5,6,-0.009740000000000004,1.8,2.2
1840,4754107450,3,1,1,4,4,3,3,4,5,4,0.0037399999999999877,2.0,1.6
1690,4754113843,3,1,2,5,6,3,4,1,3,6,0.005140000000000022,2.8,3.4
1689,4754118632,3,1,4,5,6,4,5,5,5,2,-0.002320000000000011,2.6,2.6
2142,4754121005,3,3,4,5,2,3,1,1,5,6,0.0038799999999999833,3.0,2.8
1100,4754128860,3,2,4,5,4,3,2,1,5,4,-0.0021400000000000086,2.4,2.0
7,4754149650,2,3,4,5,6,3,5,4,5,6,0.004180000000000006,2.6,2.2
1488,4754171171,1,1,3,5,2,4,4,3,5,4,0.003719999999999979,1.4,2.6
1292,4754246109,3,1,1,5,4,3,5,5,5,4,-0.03177999999999999,3.0,2.6
1688,4754257386,2,4,4,5,2,3,2,4,5,6,-0.00371999999999999,1.8,2.0
543,4754264964,3,5,1,5,6,3,4,1,5,4,0.014879999999999994,1.8,2.0
2055,4754284258,3,3,4,5,4,3,1,3,5,4,-0.02236,2.8,3.2
1313,4754301524,5,2,4,5,4,1,5,1,5,4,-0.008339999999999992,2.6,2.2
1312,4754304701,3,3,1,5,2,3,3,1,5,4,0.009360000000000002,1.8,3.4
116,4754312920,2,3,1,5,6,2,1,4,5,6,-0.03868000000000001,1.8,2.8
923,4754321390,4,1,4,5,5,1,3,5,5,2,0.00876,3.0,2.4
1454,4754548579,4,1,3,5,3,2,3,4,5,6,-0.030100000000000005,2.4,1.6
930,4754591884,3,3,1,5,4,3,1,1,5,6,-0.01791999999999999,2.6,2.8
1455,4754613383,2,2,4,5,6,3,1,1,5,6,0.008699999999999996,1.8,2.4
234,4754616403,3,1,1,5,6,3,4,3,5,2,-0.02524000000000003,2.8,1.8
1526,4754618426,3,5,2,5,4,2,5,3,5,6,0.012200000000000011,2.0,2.4
624,4754680405,3,4,1,5,2,3,3,1,5,6,0.01766000000000001,2.2,2.6
951,4754692799,3,3,1,5,4,3,1,1,5,4,-0.014940000000000042,2.6,2.2
1751,4754694336,3,1,4,5,6,1,3,3,5,4,0.010620000000000029,2.4,1.8
352,4754721120,4,1,4,5,6,3,5,4,3,4,-0.006259999999999999,2.6,2.6
176,4754733288,3,4,5,5,3,3,3,4,5,2,-0.003120000000000023,2.2,2.4
1962,4754741890,5,5,3,5,4,3,5,3,5,4,-0.009340000000000015,2.0,2.6
1626,4754745160,3,5,4,5,6,3,4,4,5,3,0.008060000000000001,3.0,3.4
1635,4754786898,3,1,4,5,6,5,1,4,5,2,0.001100000000000001,1.8,1.8
175,4754799678,3,3,1,5,4,3,1,3,5,3,-0.01823999999999999,2.0,1.6
1611,4754807582,4,3,4,5,4,3,3,4,5,6,0.017759999999999998,2.4,2.6
353,4754840230,5,3,1,5,3,5,3,1,5,2,0.01033999999999996,2.2,2.4
351,4754850095,3,1,5,3,3,1,3,2,5,4,-0.02003999999999998,2.8,2.4
1634,4754893983,3,3,4,5,2,1,1,1,5,4,0.009139999999999971,2.0,2.8
341,4754896431,5,5,4,5,6,3,3,1,5,4,-0.00030000000000001136,2.6,2.4
1610,4754923989,5,1,4,5,6,5,5,1,5,3,-0.007340000000000013,3.0,2.6
1633,4754927609,2,3,4,5,3,3,5,4,5,3,0.0033399999999999875,2.0,1.6
1153,4754932164,3,1,1,5,6,3,1,2,5,2,-0.007160000000000011,2.2,2.2
1074,4754936915,3,1,1,5,6,3,3,4,5,3,0.009579999999999988,2.4,3.4
1441,4754938525,3,1,3,4,2,3,1,4,5,6,-0.0047999999999999935,2.0,2.4
1298,4754990339,3,1,4,5,6,4,3,1,5,6,0.012199999999999966,1.6,3.2
1073,4754993894,3,1,4,5,6,3,1,4,5,2,0.0041999999999999815,2.4,1.4
1632,4755012688,1,3,4,5,2,1,1,4,5,6,0.008699999999999986,2.2,3.0
1706,4755038664,3,1,6,5,4,3,1,1,5,6,-0.008239999999999992,2.2,2.2
1297,4755044543,3,3,4,5,4,5,3,4,5,4,0.013500000000000012,2.4,1.4
1031,4755076205,2,1,1,5,4,3,2,6,5,4,-0.0036800000000000166,2.2,2.2
130,4755112876,1,6,3,5,6,2,2,4,5,2,0.0013199999999999878,2.8,3.0
1296,4755121654,3,3,4,5,6,3,5,4,5,2,0.01549999999999998,3.2,1.6
701,4755148374,2,1,4,5,2,3,5,3,5,6,0.012139999999999995,2.0,1.4
495,4755172093,5,4,4,5,6,5,1,1,5,4,0.03309999999999998,2.6,2.8
1440,4755192880,2,3,3,5,2,3,1,1,5,6,-0.007640000000000013,2.6,2.2
468,4755215012,3,3,1,5,2,3,4,1,5,2,-0.018820000000000024,2.4,1.8
558,4755226003,3,5,1,5,4,3,4,4,5,6,-0.010579999999999978,1.8,3.0
1115,4755272013,3,1,4,5,6,2,4,6,5,6,-0.00766,3.2,1.8
1126,4755291087,4,3,3,5,6,3,5,2,5,6,-0.00683999999999999,3.0,2.0
400,4755301675,4,3,2,5,6,3,1,4,4,3,0.0014799999999999703,2.4,3.2
1981,4755303177,3,2,4,5,2,3,4,5,5,6,-0.001299999999999979,2.4,2.6
194,4755425024,2,5,2,5,6,3,4,1,5,6,0.0005599999999999827,2.4,2.4
883,4755465508,3,3,4,5,2,3,3,1,5,6,-0.002379999999999971,2.4,2.4
115,4755494298,3,1,4,5,4,2,4,4,5,6,-0.04063999999999999,3.2,2.4
2147,4755500744,2,3,1,5,3,3,1,4,5,,0.092,3.2,2.0
1393,4755533201,2,2,1,5,4,5,3,1,5,4,0.004600000000000004,2.6,2.8
612,4755535396,3,2,5,5,2,3,2,4,5,3,0.0028999999999999916,2.2,2.0
1197,4755538157,5,3,4,5,6,3,4,1,5,3,0.007979999999999998,2.2,2.0
444,4755544966,3,3,4,5,6,2,2,1,5,6,0.015900000000000004,1.8,2.2
700,4755550183,3,5,1,5,2,2,1,4,5,2,0.0008999999999999786,1.8,2.6
233,4755553284,3,3,1,5,1,1,3,5,5,2,0.025500000000000012,1.8,2.4
950,4755554655,2,3,3,5,6,1,5,5,4,4,-0.004480000000000017,2.0,2.2
2143,4755554745,2,4,3,5,6,3,3,4,5,2,-0.01814,2.2,2.0
695,4755557833,2,1,5,5,3,3,1,3,5,6,0.011220000000000008,2.2,2.6
1780,4755561786,5,2,1,5,6,3,3,3,5,4,0.010439999999999982,1.8,2.4
94,4755576857,3,4,1,5,6,3,1,4,5,3,0.008020000000000005,2.4,3.0
1931,4755611121,2,3,5,5,6,3,3,4,5,5,0.0016799999999999814,1.8,2.6
1948,4755611164,2,3,3,5,2,3,1,1,5,2,-0.009339999999999982,2.2,1.2
63,4755621801,3,5,1,5,4,3,3,4,5,4,0.021759999999999967,1.8,2.0
2024,4755622702,1,1,5,5,6,4,3,1,5,2,-0.014980000000000016,2.8,1.4
611,4755644870,2,4,1,5,2,3,1,1,5,4,0.01961999999999997,2.4,3.0
1439,4755651418,3,1,4,5,6,4,2,1,5,3,-0.01714,2.0,2.2
929,4755652362,3,2,1,5,6,2,5,4,5,5,0.005339999999999967,2.0,2.2
699,4755654904,3,3,3,5,2,3,3,,5,6,0.10935999999999998,2.4,2.2
2138,4755670045,2,1,5,5,4,3,3,1,5,4,0.0023599999999999953,2.0,2.0
443,4755722173,3,3,1,5,2,3,1,4,5,2,0.004799999999999982,1.6,2.4
1587,4755932188,5,3,4,5,,3,2,3,,,0.10373999999999999,1.2,1.8
62,4755962207,3,5,4,5,4,3,2,3,5,6,-0.014660000000000017,1.8,1.8
305,4755985892,3,4,2,5,2,3,1,1,5,2,0.0026999999999999915,2.0,1.4
380,4756015778,1,1,5,5,5,5,5,4,5,2,-0.01731999999999998,2.2,1.4
134,4756020493,3,2,4,5,3,4,5,1,5,,0.11389999999999997,1.2,2.2
1295,4756104789,2,3,4,5,6,3,2,4,5,6,0.007800000000000007,1.8,1.6
631,4756125186,3,2,1,5,4,1,5,4,5,4,-0.01766000000000001,2.4,2.6
1586,4756126727,4,4,3,5,2,2,4,3,5,6,0.014639999999999986,3.0,3.0
560,4756141578,3,5,1,5,4,3,3,1,5,3,0.01090000000000001,1.6,2.4
129,4756149917,4,3,4,5,3,2,3,1,5,6,-0.00646000000000001,1.8,2.2
1174,4756150294,3,1,4,5,2,3,3,1,5,6,0.023660000000000014,2.6,2.6
67,4756167555,3,1,4,5,4,3,5,4,5,2,-0.022299999999999997,1.8,2.0
1289,4756197727,3,1,1,6,6,2,3,1,5,6,-0.005979999999999985,2.4,2.0
1585,4756206553,5,3,3,5,6,3,4,3,5,6,0.0007200000000000095,2.6,3.8
379,4756206804,3,5,4,5,4,3,3,4,5,6,0.003939999999999999,1.8,2.0
653,4756217927,3,3,1,5,3,5,5,1,4,4,0.005979999999999974,2.4,1.6
1734,4756221817,3,5,4,5,4,3,3,1,3,2,0.022920000000000006,1.8,3.4
340,4756234435,3,3,4,5,2,5,2,4,5,6,0.026880000000000005,2.6,2.8
654,4756261887,3,3,3,5,4,2,1,3,5,3,-0.00910000000000002,2.2,2.0
503,4756264695,1,3,3,5,4,3,3,4,5,2,-0.01921999999999998,2.4,1.8
225,4756273089,3,4,1,5,4,3,1,4,5,5,-0.017099999999999983,3.2,1.8
652,4756274619,3,1,4,5,4,2,3,6,5,3,-0.0022199999999999885,2.2,2.2
1947,4756280643,6,3,3,5,2,4,3,,5,6,0.07288000000000001,3.2,2.4
208,4756283349,5,1,1,5,6,3,3,4,3,6,-0.0015399999999999969,2.8,3.0
1206,4756300927,4,3,4,5,2,3,3,4,5,6,0.004480000000000028,3.0,2.0
404,4756310717,5,3,4,5,4,3,4,4,5,6,-0.01130000000000001,2.8,2.4
1893,4756350903,3,3,4,5,6,3,1,1,5,4,0.019319999999999983,2.4,2.0
882,4756364294,3,4,5,5,2,4,2,5,5,6,0.002540000000000009,1.6,1.2
1584,4756367689,3,3,4,5,6,5,4,3,5,4,0.013600000000000011,2.8,3.2
1205,4756369450,3,1,3,5,3,5,3,6,5,2,0.002379999999999971,2.2,2.6
1114,4756390822,1,5,4,5,4,2,1,3,5,6,-0.023639999999999984,2.8,2.0
200,4756409574,2,5,2,5,6,3,3,1,5,6,5.9999999999993395e-05,2.2,2.4
